Step, State
0, 0.000000
1, 0.000000
2, 0.000000
3, 0.000000
4, 0.000000
5, 0.000000
6, 0.000000
7, 0.000000
8, 0.000000
9, 0.000001
10, 0.000001
11, 0.000002
12, 0.000003
13, 0.000005
14, 0.000008
15, 0.000012
16, 0.000020
17, 0.000031
18, 0.000050
19, 0.000081
20, 0.000129
21, 0.000207
22, 0.000329
23, 0.000521
24, 0.000821
25, 0.001277
26, 0.001956
27, 0.002932
28, 0.004274
29, 0.006026
30, 0.008193
31, 0.010741
32, 0.013608
33, 0.016721
34, 0.020011
35, 0.023420
36, 0.026899
37, 0.030413
38, 0.033935
39, 0.037444
40, 0.040926
41, 0.044371
42, 0.047771
43, 0.051123
44, 0.054422
45, 0.057667
46, 0.060858
47, 0.063993
48, 0.067074
49, 0.070101
50, 0.073075
51, 0.075997
52, 0.078869
53, 0.081691
54, 0.084465
55, 0.087193
56, 0.089876
57, 0.092516
58, 0.095113
59, 0.097670
60, 0.100187
61, 0.102666
62, 0.105107
63, 0.107513
64, 0.109885
65, 0.112222
66, 0.114528
67, 0.116802
68, 0.119045
69, 0.121259
70, 0.123444
71, 0.125602
72, 0.127732
73, 0.129837
74, 0.131916
75, 0.133970
76, 0.136001
77, 0.138009
78, 0.139993
79, 0.141956
80, 0.143898
81, 0.145819
82, 0.147720
83, 0.149601
84, 0.151463
85, 0.153306
86, 0.155131
87, 0.156938
88, 0.158728
89, 0.160502
90, 0.162258
91, 0.163999
92, 0.165724
93, 0.167434
94, 0.169129
95, 0.170809
96, 0.172475
97, 0.174127
98, 0.175766
99, 0.177391
100, 0.179003
101, 0.180603
102, 0.182190
103, 0.183764
104, 0.185327
105, 0.186878
106, 0.188417
107, 0.189946
108, 0.191463
109, 0.192969
110, 0.194465
111, 0.195951
112, 0.197426
113, 0.198891
114, 0.200347
115, 0.201792
116, 0.203229
117, 0.204656
118, 0.206074
119, 0.207483
120, 0.208883
121, 0.210274
122, 0.211657
123, 0.213032
124, 0.214398
125, 0.215757
126, 0.217107
127, 0.218450
128, 0.219785
129, 0.221112
130, 0.222432
131, 0.223745
132, 0.225050
133, 0.226349
134, 0.227640
135, 0.228925
136, 0.230203
137, 0.231474
138, 0.232738
139, 0.233996
140, 0.235248
141, 0.236493
142, 0.237733
143, 0.238966
144, 0.240193
145, 0.241414
146, 0.242629
147, 0.243839
148, 0.245043
149, 0.246241
150, 0.247434
151, 0.248621
152, 0.249803
153, 0.250979
154, 0.252151
155, 0.253317
156, 0.254478
157, 0.255634
158, 0.256785
159, 0.257931
160, 0.259072
161, 0.260208
162, 0.261340
163, 0.262467
164, 0.263589
165, 0.264707
166, 0.265820
167, 0.266929
168, 0.268033
169, 0.269133
170, 0.270229
171, 0.271321
172, 0.272408
173, 0.273491
174, 0.274570
175, 0.275645
176, 0.276716
177, 0.277782
178, 0.278845
179, 0.279904
180, 0.280960
181, 0.282011
182, 0.283059
183, 0.284102
184, 0.285143
185, 0.286179
186, 0.287212
187, 0.288241
188, 0.289267
189, 0.290289
190, 0.291308
191, 0.292324
192, 0.293336
193, 0.294344
194, 0.295349
195, 0.296351
196, 0.297350
197, 0.298345
198, 0.299338
199, 0.300327
200, 0.301313
201, 0.302296
202, 0.303275
203, 0.304252
204, 0.305226
205, 0.306196
206, 0.307164
207, 0.308129
208, 0.309090
209, 0.310049
210, 0.311005
211, 0.311958
212, 0.312909
213, 0.313856
214, 0.314801
215, 0.315743
216, 0.316683
217, 0.317619
218, 0.318553
219, 0.319485
220, 0.320413
221, 0.321339
222, 0.322263
223, 0.323184
224, 0.324102
225, 0.325018
226, 0.325931
227, 0.326842
228, 0.327751
229, 0.328657
230, 0.329560
231, 0.330461
232, 0.331360
233, 0.332256
234, 0.333150
235, 0.334042
236, 0.334932
237, 0.335819
238, 0.336704
239, 0.337586
240, 0.338467
241, 0.339345
242, 0.340221
243, 0.341094
244, 0.341966
245, 0.342835
246, 0.343703
247, 0.344568
248, 0.345431
249, 0.346292
250, 0.347150
251, 0.348007
252, 0.348862
253, 0.349715
254, 0.350565
255, 0.351414
256, 0.352261
257, 0.353105
258, 0.353948
259, 0.354789
260, 0.355628
261, 0.356465
262, 0.357300
263, 0.358133
264, 0.358964
265, 0.359794
266, 0.360621
267, 0.361447
268, 0.362271
269, 0.363093
270, 0.363913
271, 0.364731
272, 0.365548
273, 0.366363
274, 0.367176
275, 0.367987
276, 0.368797
277, 0.369604
278, 0.370410
279, 0.371215
280, 0.372018
281, 0.372819
282, 0.373618
283, 0.374416
284, 0.375212
285, 0.376006
286, 0.376799
287, 0.377590
288, 0.378380
289, 0.379167
290, 0.379954
291, 0.380739
292, 0.381522
293, 0.382303
294, 0.383083
295, 0.383862
296, 0.384639
297, 0.385414
298, 0.386188
299, 0.386961
300, 0.387731
301, 0.388501
302, 0.389269
303, 0.390035
304, 0.390800
305, 0.391564
306, 0.392326
307, 0.393086
308, 0.393845
309, 0.394603
310, 0.395360
311, 0.396114
312, 0.396868
313, 0.397620
314, 0.398371
315, 0.399120
316, 0.399868
317, 0.400615
318, 0.401360
319, 0.402104
320, 0.402847
321, 0.403588
322, 0.404328
323, 0.405066
324, 0.405804
325, 0.406540
326, 0.407274
327, 0.408008
328, 0.408740
329, 0.409470
330, 0.410200
331, 0.410928
332, 0.411655
333, 0.412381
334, 0.413106
335, 0.413829
336, 0.414551
337, 0.415272
338, 0.415991
339, 0.416710
340, 0.417427
341, 0.418143
342, 0.418857
343, 0.419571
344, 0.420283
345, 0.420995
346, 0.421705
347, 0.422414
348, 0.423121
349, 0.423828
350, 0.424533
351, 0.425237
352, 0.425941
353, 0.426643
354, 0.427343
355, 0.428043
356, 0.428742
357, 0.429439
358, 0.430136
359, 0.430831
360, 0.431525
361, 0.432218
362, 0.432910
363, 0.433601
364, 0.434291
365, 0.434980
366, 0.435667
367, 0.436354
368, 0.437040
369, 0.437724
370, 0.438408
371, 0.439090
372, 0.439772
373, 0.440452
374, 0.441131
375, 0.441810
376, 0.442487
377, 0.443163
378, 0.443839
379, 0.444513
380, 0.445186
381, 0.445859
382, 0.446530
383, 0.447200
384, 0.447870
385, 0.448538
386, 0.449205
387, 0.449872
388, 0.450537
389, 0.451202
390, 0.451865
391, 0.452528
392, 0.453189
393, 0.453850
394, 0.454510
395, 0.455169
396, 0.455827
397, 0.456484
398, 0.457140
399, 0.457795
400, 0.458449
401, 0.459102
402, 0.459755
403, 0.460406
404, 0.461057
405, 0.461706
406, 0.462355
407, 0.463003
408, 0.463650
409, 0.464296
410, 0.464941
411, 0.465585
412, 0.466229
413, 0.466872
414, 0.467513
415, 0.468154
416, 0.468794
417, 0.469433
418, 0.470072
419, 0.470709
420, 0.471346
421, 0.471982
422, 0.472616
423, 0.473251
424, 0.473884
425, 0.474516
426, 0.475148
427, 0.475779
428, 0.476409
429, 0.477038
430, 0.477666
431, 0.478294
432, 0.478920
433, 0.479546
434, 0.480171
435, 0.480796
436, 0.481419
437, 0.482042
438, 0.482664
439, 0.483285
440, 0.483906
441, 0.484525
442, 0.485144
443, 0.485762
444, 0.486379
445, 0.486996
446, 0.487612
447, 0.488227
448, 0.488841
449, 0.489454
450, 0.490067
451, 0.490679
452, 0.491290
453, 0.491901
454, 0.492511
455, 0.493120
456, 0.493728
457, 0.494335
458, 0.494942
459, 0.495548
460, 0.496154
461, 0.496758
462, 0.497362
463, 0.497965
464, 0.498568
465, 0.499169
466, 0.499770
467, 0.500371
468, 0.500970
469, 0.501569
470, 0.502168
471, 0.502765
472, 0.503362
473, 0.503958
474, 0.504553
475, 0.505148
476, 0.505742
477, 0.506336
478, 0.506928
479, 0.507520
480, 0.508112
481, 0.508702
482, 0.509292
483, 0.509882
484, 0.510470
485, 0.511058
486, 0.511646
487, 0.512232
488, 0.512818
489, 0.513404
490, 0.513988
491, 0.514572
492, 0.515156
493, 0.515739
494, 0.516321
495, 0.516902
496, 0.517483
497, 0.518063
498, 0.518643
499, 0.519222
500, 0.519800
501, 0.520378
502, 0.520955
503, 0.521531
504, 0.522107
505, 0.522682
506, 0.523256
507, 0.523830
508, 0.524403
509, 0.524976
510, 0.525548
511, 0.526120
512, 0.526690
513, 0.527261
514, 0.527830
515, 0.528399
516, 0.528968
517, 0.529536
518, 0.530103
519, 0.530669
520, 0.531235
521, 0.531801
522, 0.532366
523, 0.532930
524, 0.533494
525, 0.534057
526, 0.534619
527, 0.535181
528, 0.535742
529, 0.536303
530, 0.536863
531, 0.537423
532, 0.537982
533, 0.538541
534, 0.539098
535, 0.539656
536, 0.540213
537, 0.540769
538, 0.541324
539, 0.541880
540, 0.542434
541, 0.542988
542, 0.543541
543, 0.544094
544, 0.544647
545, 0.545198
546, 0.545750
547, 0.546300
548, 0.546850
549, 0.547400
550, 0.547949
551, 0.548498
552, 0.549046
553, 0.549593
554, 0.550140
555, 0.550686
556, 0.551232
557, 0.551777
558, 0.552322
559, 0.552866
560, 0.553410
561, 0.553953
562, 0.554496
563, 0.555038
564, 0.555580
565, 0.556121
566, 0.556661
567, 0.557201
568, 0.557741
569, 0.558280
570, 0.558819
571, 0.559357
572, 0.559894
573, 0.560431
574, 0.560968
575, 0.561504
576, 0.562039
577, 0.562574
578, 0.563109
579, 0.563643
580, 0.564176
581, 0.564709
582, 0.565242
583, 0.565774
584, 0.566305
585, 0.566836
586, 0.567367
587, 0.567897
588, 0.568426
589, 0.568955
590, 0.569484
591, 0.570012
592, 0.570540
593, 0.571067
594, 0.571594
595, 0.572120
596, 0.572646
597, 0.573171
598, 0.573696
599, 0.574220
600, 0.574744
601, 0.575267
602, 0.575790
603, 0.576312
604, 0.576834
605, 0.577356
606, 0.577877
607, 0.578398
608, 0.578918
609, 0.579437
610, 0.579957
611, 0.580475
612, 0.580994
613, 0.581511
614, 0.582029
615, 0.582546
616, 0.583062
617, 0.583578
618, 0.584094
619, 0.584609
620, 0.585124
621, 0.585638
622, 0.586152
623, 0.586665
624, 0.587178
625, 0.587690
626, 0.588203
627, 0.588714
628, 0.589225
629, 0.589736
630, 0.590246
631, 0.590756
632, 0.591266
633, 0.591775
634, 0.592283
635, 0.592791
636, 0.593299
637, 0.593806
638, 0.594313
639, 0.594820
640, 0.595326
641, 0.595831
642, 0.596336
643, 0.596841
644, 0.597345
645, 0.597849
646, 0.598353
647, 0.598856
648, 0.599358
649, 0.599861
650, 0.600362
651, 0.600864
652, 0.601365
653, 0.601865
654, 0.602366
655, 0.602865
656, 0.603365
657, 0.603864
658, 0.604362
659, 0.604860
660, 0.605358
661, 0.605855
662, 0.606352
663, 0.606849
664, 0.607345
665, 0.607841
666, 0.608336
667, 0.608831
668, 0.609326
669, 0.609820
670, 0.610314
671, 0.610807
672, 0.611300
673, 0.611792
674, 0.612285
675, 0.612776
676, 0.613268
677, 0.613759
678, 0.614250
679, 0.614740
680, 0.615230
681, 0.615719
682, 0.616208
683, 0.616697
684, 0.617185
685, 0.617673
686, 0.618161
687, 0.618648
688, 0.619135
689, 0.619621
690, 0.620107
691, 0.620593
692, 0.621078
693, 0.621563
694, 0.622048
695, 0.622532
696, 0.623016
697, 0.623499
698, 0.623983
699, 0.624465
700, 0.624948
701, 0.625430
702, 0.625911
703, 0.626393
704, 0.626873
705, 0.627354
706, 0.627834
707, 0.628314
708, 0.628793
709, 0.629273
710, 0.629751
711, 0.630230
712, 0.630708
713, 0.631185
714, 0.631663
715, 0.632140
716, 0.632616
717, 0.633092
718, 0.633568
719, 0.634044
720, 0.634519
721, 0.634994
722, 0.635468
723, 0.635943
724, 0.636416
725, 0.636890
726, 0.637363
727, 0.637836
728, 0.638308
729, 0.638780
730, 0.639252
731, 0.639723
732, 0.640194
733, 0.640665
734, 0.641135
735, 0.641605
736, 0.642075
737, 0.642544
738, 0.643013
739, 0.643482
740, 0.643950
741, 0.644418
742, 0.644886
743, 0.645353
744, 0.645820
745, 0.646287
746, 0.646753
747, 0.647219
748, 0.647685
749, 0.648150
750, 0.648615
751, 0.649080
752, 0.649544
753, 0.650008
754, 0.650472
755, 0.650935
756, 0.651398
757, 0.651861
758, 0.652324
759, 0.652786
760, 0.653247
761, 0.653709
762, 0.654170
763, 0.654631
764, 0.655091
765, 0.655551
766, 0.656011
767, 0.656471
768, 0.656930
769, 0.657389
770, 0.657847
771, 0.658306
772, 0.658763
773, 0.659221
774, 0.659678
775, 0.660135
776, 0.660592
777, 0.661048
778, 0.661505
779, 0.661960
780, 0.662416
781, 0.662871
782, 0.663326
783, 0.663780
784, 0.664234
785, 0.664688
786, 0.665142
787, 0.665595
788, 0.666048
789, 0.666501
790, 0.666953
791, 0.667405
792, 0.667857
793, 0.668309
794, 0.668760
795, 0.669211
796, 0.669661
797, 0.670112
798, 0.670562
799, 0.671011
800, 0.671461
801, 0.671910
802, 0.672359
803, 0.672807
804, 0.673255
805, 0.673703
806, 0.674151
807, 0.674598
808, 0.675045
809, 0.675492
810, 0.675938
811, 0.676384
812, 0.676830
813, 0.677276
814, 0.677721
815, 0.678166
816, 0.678611
817, 0.679055
818, 0.679499
819, 0.679943
820, 0.680387
821, 0.680830
822, 0.681273
823, 0.681716
824, 0.682158
825, 0.682600
826, 0.683042
827, 0.683484
828, 0.683925
829, 0.684366
830, 0.684807
831, 0.685247
832, 0.685688
833, 0.686127
834, 0.686567
835, 0.687006
836, 0.687446
837, 0.687884
838, 0.688323
839, 0.688761
840, 0.689199
841, 0.689637
842, 0.690074
843, 0.690511
844, 0.690948
845, 0.691385
846, 0.691821
847, 0.692257
848, 0.692693
849, 0.693128
850, 0.693564
851, 0.693999
852, 0.694433
853, 0.694868
854, 0.695302
855, 0.695736
856, 0.696169
857, 0.696603
858, 0.697036
859, 0.697469
860, 0.697901
861, 0.698333
862, 0.698765
863, 0.699197
864, 0.699629
865, 0.700060
866, 0.700491
867, 0.700922
868, 0.701352
869, 0.701782
870, 0.702212
871, 0.702642
872, 0.703071
873, 0.703500
874, 0.703929
875, 0.704358
876, 0.704786
877, 0.705214
878, 0.705642
879, 0.706070
880, 0.706497
881, 0.706924
882, 0.707351
883, 0.707778
884, 0.708204
885, 0.708630
886, 0.709056
887, 0.709481
888, 0.709907
889, 0.710332
890, 0.710757
891, 0.711181
892, 0.711605
893, 0.712029
894, 0.712453
895, 0.712877
896, 0.713300
897, 0.713723
898, 0.714146
899, 0.714568
900, 0.714991
901, 0.715413
902, 0.715835
903, 0.716256
904, 0.716677
905, 0.717099
906, 0.717519
907, 0.717940
908, 0.718360
909, 0.718780
910, 0.719200
911, 0.719620
912, 0.720039
913, 0.720458
914, 0.720877
915, 0.721296
916, 0.721714
917, 0.722132
918, 0.722550
919, 0.722968
920, 0.723385
921, 0.723802
922, 0.724219
923, 0.724636
924, 0.725052
925, 0.725469
926, 0.725885
927, 0.726300
928, 0.726716
929, 0.727131
930, 0.727546
931, 0.727961
932, 0.728376
933, 0.728790
934, 0.729204
935, 0.729618
936, 0.730031
937, 0.730445
938, 0.730858
939, 0.731271
940, 0.731684
941, 0.732096
942, 0.732508
943, 0.732920
944, 0.733332
945, 0.733744
946, 0.734155
947, 0.734566
948, 0.734977
949, 0.735387
950, 0.735798
951, 0.736208
952, 0.736618
953, 0.737027
954, 0.737437
955, 0.737846
956, 0.738255
957, 0.738664
958, 0.739072
959, 0.739481
960, 0.739889
961, 0.740297
962, 0.740704
963, 0.741112
964, 0.741519
965, 0.741926
966, 0.742333
967, 0.742739
968, 0.743145
969, 0.743552
970, 0.743957
971, 0.744363
972, 0.744768
973, 0.745174
974, 0.745578
975, 0.745983
976, 0.746388
977, 0.746792
978, 0.747196
979, 0.747600
980, 0.748004
981, 0.748407
982, 0.748810
983, 0.749213
984, 0.749616
985, 0.750018
986, 0.750421
987, 0.750823
988, 0.751225
989, 0.751626
990, 0.752028
991, 0.752429
992, 0.752830
993, 0.753231
994, 0.753631
995, 0.754031
996, 0.754432
997, 0.754831
998, 0.755231
999, 0.755631
1000, 0.756030
